,title,content,date,variant,images,verified,author,rating,product,url
218,Four Stars,Very great and impoBryant part of my ms treatment.,02 Apr 2018,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Dustin A Brotherson,4.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=24
219,Quick delivery,Like the fact that I received what I expected,09 Jun 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Amazon Customer,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=23
220,Arrived exactly as promised.,Arrived exactly as promised.  Thank you,28 Dec 2016,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Patricia Griffith,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=23
221,"no taste, works well","great value,",17 Aug 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Trish Barnett,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=23
222,Five Stars,easy and quick to make.,19 Jul 2016,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,gary phelan,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=23
223,Perfect,Exactly as described and better !!!! On time delivery Durable,22 Oct 2016,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Pinhead954,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=23
224,El uso k tiene para pacientes con dificultad para tragar ..,Excelente producto,05 Aug 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Ana,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=23
225,Easy to use!,Like,24 Jul 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Amy Lou Fulcher,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=23
226,Five Stars,Excellent product will order for more,26 Mar 2018,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Catherine,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=23
227,That it’s always available.,Great product.,24 Jun 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,guillermo,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=23
228,drink thickener,I use this for my husband every day for his drinks and some other liquid items.  It works fast and is easy to use.,03 Jan 2013,,,Yes,bonita brown,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=23
229,Meets my wife's needs,Very easy to work with.,26 Sep 2018,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Mike,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=22
230,Wrong item shipped,Did not receive thick-it I received a humidifier,01 Dec 2018,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Amazon Customer,1.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=22
231,Perfect product,I like the product thats why I continue to buy it for my son,08 Mar 2021,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Michele Gibson,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=22
232,"As expected, arrived sooner than expected",My mother uses it for swallowing issues,18 Aug 2020,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Belinda,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=22
233,Better than the generic brand!,"I was buying this brand and decided to go with generic, and didn't work as well.  My dad uses it several times a day and no complaints about it.",17 Sep 2018,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Mandy Candy,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=22
234,good price,To prevent choking for Alzheimer's patient.,22 Oct 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Glenda L. Smith,1.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=22
235,Great product and it arrived quickly!!,Thick it is a great product!! I am taking care of a stroke patient who has trouble swollowing. Thicker liquids are easier. This is great and arrived quickly!!,29 Apr 2013,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Mary Macko,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=22
236,Five Stars,Great product thicken fluids with. Helps anyone with difficulty swollowing thin liquids.,14 Jul 2014,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Carmen,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=22
237,Saved my baby's life,My baby needed this because of his aspiration and it's worked miracles.,13 Jul 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Kristina valasek,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=22
238,The prices,Used to thicken the eater for my mom,12 Oct 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Mary E.,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=22
239,Five Stars,"got it fast, undetectable. as described. will buy more later",08 Jul 2015,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,marisha,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=21
240,nice,Helps me swallow liquids without chocking.,12 Jun 2017,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Lee,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=21
241,Works Great,Love this product,24 Jun 2020,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Amazon Customer,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=21
242,Loved all the products!!,Loved all the products!!  😊,03 Jul 2021,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Elizabeth,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=21
243,perfect for my class,arrived on time and in perfect condition. item needed for classroom material and works great for demonstration of thickened liquids. No problems!,14 May 2014,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,kristy,4.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=21
244,Easy to use and safe!,Arrived safe and on time!,17 Oct 2021,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,willie harvey,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=21
245,Good product,Ease of use,18 Nov 2020,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Amazon Customer,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=21
246,This stuff is awesome!,Love the large container. Cheapest price we’ve found and works great for my little boy to thicken his liquids.,31 Jan 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,SuperdorkJB,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=21
247,Helps if you have problems swallowing,My Uncle needed something to help him swallow easier and this power works great and is priced well for the amount you get,03 Oct 2016,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,🎄 GrandpaJake 🎄,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=21
248,More good quality and good reasonable price,Use for liquid drinks thickener only,17 May 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,l.helman,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=21
249,Easy to mix. Great product,Perfect for my Mega esophagus dog who can't tolerate regular water,28 May 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Diane Holdeman,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=20
250,Good quality,Works well. Good quality product,29 Oct 2017,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,JKD,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=20
251,Good value,Product was a good value.,26 Feb 2020,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,sandi,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=20
252,works,no problems.,21 Nov 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Michael Shimabukuro,4.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=20
253,Works well in all my dads liquids.,My dad needs thickener to help him swallow and keep from choking.,02 Jan 2021,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Jan Bos,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=20
254,Excellent product,Product does what it promises,07 Jun 2020,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,sherry coleman,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=20
255,Delivered on time,Excellent,30 Nov 2020,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Elmer Arpa,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=20
256,Hard to use.,Hard to get to the right consistency even following directions on package.,18 Apr 2016,,,Yes,X-Files,3.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=20
257,"THANKS FOR THE ""Thick-It"" AMAZON !!","Works well, THANK YOU AMAZON. This is a product that we use everyday.",14 Aug 2016,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,RockyCreekDale,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=20
258,30% cheaper than CVS,As promised and fast shipping!,24 Jun 2018,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,terandjen,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=20
259,Thick It Original,Great price. Great product. Help for people who need thickener in their fluids to prevent aspiration. Would buy again. Original formula.,29 May 2014,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,NobodyListening,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=19
260,Great for people like me.,Makes my pureed food smooth and tasty like in the hospital.,13 Jun 2018,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Amber,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=19
261,Had to use a lot of the product to get ...,Had to use a lot of the product to get the right consistency.  Did not maintain the thickness needed.,29 Mar 2018,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,C. Madrigal,1.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=19
262,Thick - it,Great for my husband.,08 Jul 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,L,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=19
263,Thickens water well.,"Used to thicken water for a dog misdiagnosed with a swallowing disorder. Works as advertised, dog preferred toilet water with no ill effects.",08 Nov 2015,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Amazon Customer,4.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=19
264,Five Stars,Mixes well and a good price.,29 Jun 2018,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Sara,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=19
265,As expected.,As expected.,03 Nov 2019,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Amazon Customer,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=19
266,Thank goodness for Thick-it!!,"Two doctors and a speech therapist recommended Thick-it for my elderly mother who has swallowing problems.  It thickens the liquids to a point that she can safely drink them, or more accurately eat them with a spoon.  It helps to keep her from aspirating liquids into her lungs. This helps to prevent aspirational pneumonia.  I am very pleased with the product although I wish she could drink liquids safely without it.",16 Oct 2010,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Ellen New York,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=19
267,good thickener,This is one of the cheeper thickening agents and although i do not use it often it works great for when i need it and stores well without clumping,20 Feb 2013,,,Yes,Kindle Customer,5.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=19
268,No returns or refunds,Also note no returns which is really inconvenient as this product is not what I was looking for,28 Sep 2020,Size: 2.25 Pound (Pack of 1) Style: 36 oz,,Yes,Marisela,1.0,"Thick-It Original Food & Beverage Thickener, 36 oz Canister",https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=19
