"title","content","date","variant","images","verified","author","rating","product","url"
"Easy to use","My mother has to have all her drinks thickened. Works great for her. I also use it to thicken up some pureed fruit.","10 Feb 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Sue pez","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"It’s important!","Thick it saves lives, including my sister’s.","10 Mar 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Jan Page","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=11"
"Good value!","Good price for this size. Will definitely purchase again!","29 Aug 2021","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Cassie Lockwood","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Disolves quickly","Easy to use. Disolves quickly","09 May 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Connie Swanson","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"This helped meal times be less stressful.","This was literally a lifesaver when my mom was ill. It kept her from aspirating liquids.","14 Oct 2021","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","PMJ","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Unflavored, but yet does make the medium you put ...","Unflavored, but yet does make the medium you put it into taste awful, even water. Trying to find a lemon flavored version....","31 May 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Amazon Customer","3.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Works well.","Works well.","16 Oct 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Kathryn Ferguson","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Works well and well priced","Lowest price I believe.","12 Oct 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Born twice","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Four Stars","does the trick!  solves a problem.","15 Jul 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Vickie L Osborne","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"This is the worst thickner we have used","This is the worst thickner we have used. I'm having to use 5x the amount directed for the thickness I need. 5-5.5 tsp for honey thickness I used 6 Tablespoons and gave up. Ended up having to use my daughters feeding tube, which thank goodness she has or she would have been choking on her milk the entire feeding.","08 Sep 2017","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","April M","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"Works wonders for dysphagia","Used this to thicken breastmilk for my 9 month old with a swallowing disorder.  It has no taste and excellent control over the thickness.  I tried it  in plain water, and othere than just being odd as ""thick water"" it worked great.  It was a life saver!","08 May 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Theresa","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"A+","Good","26 Sep 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Ilona","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=10"
"A great product to have for seniors","This product has helped my 90 year old mother drink liquids without any problems.  It has lessen the number of times she has gagged in drinking milk, coffee, tea, and even water.  A great product to have for seniors.","09 Apr 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"It does help!","My dog has a condition called laryngeal paralysis. This is where the flaps to the windpipe don't work anymore and she could not breath. We had to have a tie back surgery to tie the flaps open just a little so she could breath. This made it hard for her to drink with out having some of the water go down the wrong pipe and she coughed and choked after every drinking. Eating was fine, just the drinking. I saw this product and im glad I did! You add a little powder to the liquid, stir it good, then let it sit for 30 seconds and it slowly thickens. You have to play around with the amount until you get the right thickness. For 4 fluid oz I use 2 table spoons but I am still playing with the amount. This has helped my dog very much. She can drink now with out it going down the wrong pipe. I tasted it just to see what I was dealing with and you don't taste a difference. Just the texture is different.  I, like another person posted would love to find an organic version, but this is truly a godsend for us.","27 Apr 2014","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","DMC","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Swallowing liquids","Very helpful for people who have swallowing problems.","29 Aug 2021","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Four Stars","This does thicken your product.  The only thing is it says it won't alter the taste.  It does significantly!","23 Sep 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Bonnie","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"VALUE","Availability and price are important as this is needed by my husband to assist him in swallowing to avoid any future pneumonia hospitalizations and keeps him alive.","12 Oct 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Cathy Hugick","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Convenient","Safe for people with aspiration problem. It can be uses for water, soup, juice, milk,etc","04 Feb 2021","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Susana Lagoa","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Good Product work exactly as EXPECTED","Help 100% for people with trouble swallowing LIQUIDS!","10 Jan 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","C J B C","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Great seller","Seller ships fast, great price. I will continue to buy from this company","11 Nov 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Tina York","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Great product!","This is an easy to use, cost effective option for my son with dysphasia. Although I hope we don’t have to use it for long, it has been a convenient way to safely thicken his liquids.","22 Jun 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","MJ","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Good","Good for the price","09 Jul 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Ama boamah","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=9"
"Does it work","We used this to thicken the water for our dog who has trouble getting the water into her mouth. It did help with this thank heavens. And she doesn't mind it. The biggest problem is cleaning it off of the floor where it happens to drip.","12 May 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","BC","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Dissapointed!","It takes more of this than the active thickener!  I didn't really like this.","06 Jun 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","hplj","1.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"It works","We use this for my husband who has swallowing issues. I cannot comment on the taste. We thicken his liquids to honey consistency.","18 Nov 2021","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Amazon Customer","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Five Stars","Patient is a chocker... this stuff helps prevent that.","12 Jul 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Charles A. Carroll","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Works great","I use it for my brother and it works really good for the price. It's not clear like the hight dollar stuff but you get alot more of this and my brother doesnt mind.","09 Oct 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Austin","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Great product!!!!!!","Great food thickener. Has no taste and you don't need much to thicken food up. Totally recommend it.","26 Jan 2017","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","R. Williams","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Worked","Worked as advertised.","09 Nov 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Senior","4.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Great product","Very great product","11 Jan 2022","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","patricia jones","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Perfect for thickening liquids","This item has come in so helpful as I must puree all my husband's food and Thick It is best for the liquids I feed him.  The cost is almost $10 less for me to buy than the drug store where I was purchasing it.","05 Jan 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Willamae Folden","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"Easy to use","Competitive price","17 Nov 2021","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Venchant","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=8"
"useful for thicking liquid","great to thicken liquid for elders that have difficult swallowing","15 Jun 2021","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Kev","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Arrived quickly when I couldn't find locally","Shipped quickly, product was exactly as expected. Seems this product has recently been in short supply at the local retail level for some reason. Made me appreciate the quick shipping even more!","02 Oct 2020","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Dave","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Aphasia solution","Great product for people with swallowing problems who need thicker drinks or soups. Doesn't impart a taste, just ads thickness.","07 Aug 2019","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","E. Charlton","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Thickens but definitely adds a flavor that isn't good","Water tastes slightly sour and chemical-ish after adding. Also seems like you have to use quite a lot to get any action out of it. If you don't use enough it will just separate and settle to the bottom. The only reason it gets 2 stars is because it does do the job of thickening as opposed to doing nothing.","08 Dec 2018","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","LadyMarlone","2.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"Life saver!","I have ALS and cannot drink water, tea, or coffee without thickener. Could not drink without it. It is worth it! Good value and helps so much!","09 Jun 2021","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Connie McKoy","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"It helps to prevent choking","It's for my mother inlaw...  I can't tell you anything about flavor I've never tasted it and I believe I ever will. But certainly thickens liquid beverages... Yuck...","26 Mar 2021","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Bill McKinney","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
"He was happy to get cold water and hot coffee even with ...","My dad had a stroke and I did his feeding/swallowing evaluation (I'm a Speech Language Pathologist). We used Thick-It to thicken all his drinks because he could not manage thin liquids. He was happy to get cold water and hot coffee even with the thickener in it. It was awesome! He does not need a thickener anymore, but I would certainly recommend this product.","01 Sep 2016","Size: 2.25 Pound (Pack of 1) Style: 36 oz","","Yes","Amazon Customer","5.0","Thick-It Original Food & Beverage Thickener, 36 oz Canister","https://www.amazon.com/Thick-It-RD26929208-36-OZ/product-reviews/B0011TUM3E/ref=cm_cr_arp_d_viewopt_rvwer?ie=UTF8&reviewerType=all_reviews&pageNumber=7"
